fare_id,agency_id,service_type,stage_number,fare_amount,currency,effective_date,government_order,source_id,raw_file_id
FARE_MTC_PINK_SERVICES_S16,MTC,Pink Services,16,17.0,INR,2018-01-29,G.O (Ms.) No.48 Dated 28.01.2018,MTC_OFFICIAL,MTC_OFFICIAL_FARES_20260918
FARE_MTC_PINK_SERVICES_S17,MTC,Pink Services,17,18.0,INR,2018-01-29,G.O (Ms.) No.48 Dated 28.01.2018,MTC_OFFICIAL,MTC_OFFICIAL_FARES_20260918
FARE_MTC_PINK_SERVICES_S18,MTC,Pink Services,18,18.0,INR,2018-01-29,G.O (Ms.) No.48 Dated 28.01.2018,MTC_OFFICIAL,MTC_OFFICIAL_FARES_20260918
FARE_MTC_PINK_SERVICES_S19,MTC,Pink Services,19,19.0,INR,2018-01-29,G.O (Ms.) No.48 Dated 28.01.2018,MTC_OFFICIAL,MTC_OFFICIAL_FARES_20260918
FARE_MTC_PINK_SERVICES_S20,MTC,Pink Services,20,19.0,INR,2018-01-29,G.O (Ms.) No.48 Dated 28.01.2018,MTC_OFFICIAL,MTC_OFFICIAL_FARES_20260918
FARE_MTC_PINK_SERVICES_S21,MTC,Pink Services,21,20.0,INR,2018-01-29,G.O (Ms.) No.48 Dated 28.01.2018,MTC_OFFICIAL,MTC_OFFICIAL_FARES_20260918
FARE_MTC_PINK_SERVICES_S22,MTC,Pink Services,22,20.0,INR,2018-01-29,G.O (Ms.) No.48 Dated 28.01.2018,MTC_OFFICIAL,MTC_OFFICIAL_FARES_20260918
FARE_MTC_PINK_SERVICES_S23,MTC,Pink Services,23,21.0,INR,2018-01-29,G.O (Ms.) No.48 Dated 28.01.2018,MTC_OFFICIAL,MTC_OFFICIAL_FARES_20260918
FARE_MTC_PINK_SERVICES_S24,MTC,Pink Services,24,21.0,INR,2018-01-29,G.O (Ms.) No.48 Dated 28.01.2018,MTC_OFFICIAL,MTC_OFFICIAL_FARES_20260918
FARE_MTC_PINK_SERVICES_S25,MTC,Pink Services,25,22.0,INR,2018-01-29,G.O (Ms.) No.48 Dated 28.01.2018,MTC_OFFICIAL,MTC_OFFICIAL_FARES_20260918
FARE_MTC_PINK_SERVICES_S26,MTC,Pink Services,26,22.0,INR,2018-01-29,G.O (Ms.) No.48 Dated 28.01.2018,MTC_OFFICIAL,MTC_OFFICIAL_FARES_20260918
FARE_MTC_PINK_SERVICES_S27,MTC,Pink Services,27,23.0,INR,2018-01-29,G.O (Ms.) No.48 Dated 28.01.2018,MTC_OFFICIAL,MTC_OFFICIAL_FARES_20260918
FARE_MTC_PINK_SERVICES_S28,MTC,Pink Services,28,23.0,INR,2018-01-29,G.O (Ms.) No.48 Dated 28.01.2018,MTC_OFFICIAL,MTC_OFFICIAL_FARES_20260918
FARE_MTC_PINK_SERVICES_S29,MTC,Pink Services,29,24.0,INR,2018-01-29,G.O (Ms.) No.48 Dated 28.01.2018,MTC_OFFICIAL,MTC_OFFICIAL_FARES_20260918
FARE_MTC_PINK_SERVICES_S30,MTC,Pink Services,30,24.0,INR,2018-01-29,G.O (Ms.) No.48 Dated 28.01.2018,MTC_OFFICIAL,MTC_OFFICIAL_FARES_20260918
FARE_MTC_CHENNAI_ULA_A_C_SERVICES_S01,MTC,Chennai Ula A/C Services,1,15.0,INR,2018-01-29,G.O (Ms.) No.48 Dated 28.01.2018,MTC_OFFICIAL,MTC_OFFICIAL_FARES_20260918
FARE_MTC_CHENNAI_ULA_A_C_SERVICES_S02,MTC,Chennai Ula A/C Services,2,15.0,INR,2018-01-29,G.O (Ms.) No.48 Dated 28.01.2018,MTC_OFFICIAL,MTC_OFFICIAL_FARES_20260918
FARE_MTC_CHENNAI_ULA_A_C_SERVICES_S03,MTC,Chennai Ula A/C Services,3,20.0,INR,2018-01-29,G.O (Ms.) No.48 Dated 28.01.2018,MTC_OFFICIAL,MTC_OFFICIAL_FARES_20260918
FARE_MTC_CHENNAI_ULA_A_C_SERVICES_S04,MTC,Chennai Ula A/C Services,4,20.0,INR,2018-01-29,G.O (Ms.) No.48 Dated 28.01.2018,MTC_OFFICIAL,MTC_OFFICIAL_FARES_20260918
FARE_MTC_CHENNAI_ULA_A_C_SERVICES_S05,MTC,Chennai Ula A/C Services,5,20.0,INR,2018-01-29,G.O (Ms.) No.48 Dated 28.01.2018,MTC_OFFICIAL,MTC_OFFICIAL_FARES_20260918
FARE_MTC_CHENNAI_ULA_A_C_SERVICES_S06,MTC,Chennai Ula A/C Services,6,30.0,INR,2018-01-29,G.O (Ms.) No.48 Dated 28.01.2018,MTC_OFFICIAL,MTC_OFFICIAL_FARES_20260918
FARE_MTC_CHENNAI_ULA_A_C_SERVICES_S07,MTC,Chennai Ula A/C Services,7,30.0,INR,2018-01-29,G.O (Ms.) No.48 Dated 28.01.2018,MTC_OFFICIAL,MTC_OFFICIAL_FARES_20260918
FARE_MTC_CHENNAI_ULA_A_C_SERVICES_S08,MTC,Chennai Ula A/C Services,8,30.0,INR,2018-01-29,G.O (Ms.) No.48 Dated 28.01.2018,MTC_OFFICIAL,MTC_OFFICIAL_FARES_20260918
FARE_MTC_CHENNAI_ULA_A_C_SERVICES_S09,MTC,Chennai Ula A/C Services,9,40.0,INR,2018-01-29,G.O (Ms.) No.48 Dated 28.01.2018,MTC_OFFICIAL,MTC_OFFICIAL_FARES_20260918
FARE_MTC_CHENNAI_ULA_A_C_SERVICES_S10,MTC,Chennai Ula A/C Services,10,40.0,INR,2018-01-29,G.O (Ms.) No.48 Dated 28.01.2018,MTC_OFFICIAL,MTC_OFFICIAL_FARES_20260918
FARE_MTC_CHENNAI_ULA_A_C_SERVICES_S11,MTC,Chennai Ula A/C Services,11,40.0,INR,2018-01-29,G.O (Ms.) No.48 Dated 28.01.2018,MTC_OFFICIAL,MTC_OFFICIAL_FARES_20260918
FARE_MTC_CHENNAI_ULA_A_C_SERVICES_S12,MTC,Chennai Ula A/C Services,12,40.0,INR,2018-01-29,G.O (Ms.) No.48 Dated 28.01.2018,MTC_OFFICIAL,MTC_OFFICIAL_FARES_20260918
FARE_MTC_CHENNAI_ULA_A_C_SERVICES_S13,MTC,Chennai Ula A/C Services,13,40.0,INR,2018-01-29,G.O (Ms.) No.48 Dated 28.01.2018,MTC_OFFICIAL,MTC_OFFICIAL_FARES_20260918
FARE_MTC_CHENNAI_ULA_A_C_SERVICES_S14,MTC,Chennai Ula A/C Services,14,40.0,INR,2018-01-29,G.O (Ms.) No.48 Dated 28.01.2018,MTC_OFFICIAL,MTC_OFFICIAL_FARES_20260918
FARE_MTC_CHENNAI_ULA_A_C_SERVICES_S15,MTC,Chennai Ula A/C Services,15,50.0,INR,2018-01-29,G.O (Ms.) No.48 Dated 28.01.2018,MTC_OFFICIAL,MTC_OFFICIAL_FARES_20260918
FARE_MTC_CHENNAI_ULA_A_C_SERVICES_S16,MTC,Chennai Ula A/C Services,16,50.0,INR,2018-01-29,G.O (Ms.) No.48 Dated 28.01.2018,MTC_OFFICIAL,MTC_OFFICIAL_FARES_20260918
FARE_MTC_CHENNAI_ULA_A_C_SERVICES_S17,MTC,Chennai Ula A/C Services,17,50.0,INR,2018-01-29,G.O (Ms.) No.48 Dated 28.01.2018,MTC_OFFICIAL,MTC_OFFICIAL_FARES_20260918
FARE_MTC_CHENNAI_ULA_A_C_SERVICES_S18,MTC,Chennai Ula A/C Services,18,50.0,INR,2018-01-29,G.O (Ms.) No.48 Dated 28.01.2018,MTC_OFFICIAL,MTC_OFFICIAL_FARES_20260918
FARE_MTC_CHENNAI_ULA_A_C_SERVICES_S19,MTC,Chennai Ula A/C Services,19,60.0,INR,2018-01-29,G.O (Ms.) No.48 Dated 28.01.2018,MTC_OFFICIAL,MTC_OFFICIAL_FARES_20260918
FARE_MTC_CHENNAI_ULA_A_C_SERVICES_S20,MTC,Chennai Ula A/C Services,20,60.0,INR,2018-01-29,G.O (Ms.) No.48 Dated 28.01.2018,MTC_OFFICIAL,MTC_OFFICIAL_FARES_20260918
FARE_MTC_CHENNAI_ULA_A_C_SERVICES_S21,MTC,Chennai Ula A/C Services,21,60.0,INR,2018-01-29,G.O (Ms.) No.48 Dated 28.01.2018,MTC_OFFICIAL,MTC_OFFICIAL_FARES_20260918
FARE_MTC_CHENNAI_ULA_A_C_SERVICES_S22,MTC,Chennai Ula A/C Services,22,60.0,INR,2018-01-29,G.O (Ms.) No.48 Dated 28.01.2018,MTC_OFFICIAL,MTC_OFFICIAL_FARES_20260918
FARE_MTC_CHENNAI_ULA_A_C_SERVICES_S23,MTC,Chennai Ula A/C Services,23,60.0,INR,2018-01-29,G.O (Ms.) No.48 Dated 28.01.2018,MTC_OFFICIAL,MTC_OFFICIAL_FARES_20260918
FARE_MTC_CHENNAI_ULA_A_C_SERVICES_S24,MTC,Chennai Ula A/C Services,24,70.0,INR,2018-01-29,G.O (Ms.) No.48 Dated 28.01.2018,MTC_OFFICIAL,MTC_OFFICIAL_FARES_20260918
FARE_MTC_CHENNAI_ULA_A_C_SERVICES_S25,MTC,Chennai Ula A/C Services,25,70.0,INR,2018-01-29,G.O (Ms.) No.48 Dated 28.01.2018,MTC_OFFICIAL,MTC_OFFICIAL_FARES_20260918
FARE_MTC_CHENNAI_ULA_A_C_SERVICES_S26,MTC,Chennai Ula A/C Services,26,70.0,INR,2018-01-29,G.O (Ms.) No.48 Dated 28.01.2018,MTC_OFFICIAL,MTC_OFFICIAL_FARES_20260918
FARE_MTC_CHENNAI_ULA_A_C_SERVICES_S27,MTC,Chennai Ula A/C Services,27,70.0,INR,2018-01-29,G.O (Ms.) No.48 Dated 28.01.2018,MTC_OFFICIAL,MTC_OFFICIAL_FARES_20260918
FARE_MTC_CHENNAI_ULA_A_C_SERVICES_S28,MTC,Chennai Ula A/C Services,28,80.0,INR,2018-01-29,G.O (Ms.) No.48 Dated 28.01.2018,MTC_OFFICIAL,MTC_OFFICIAL_FARES_20260918
FARE_MTC_CHENNAI_ULA_A_C_SERVICES_S29,MTC,Chennai Ula A/C Services,29,80.0,INR,2018-01-29,G.O (Ms.) No.48 Dated 28.01.2018,MTC_OFFICIAL,MTC_OFFICIAL_FARES_20260918
FARE_MTC_CHENNAI_ULA_A_C_SERVICES_S30,MTC,Chennai Ula A/C Services,30,80.0,INR,2018-01-29,G.O (Ms.) No.48 Dated 28.01.2018,MTC_OFFICIAL,MTC_OFFICIAL_FARES_20260918
FARE_MTC_PREMIUM_SERVICES_S01,MTC,Premium Services,1,50.0,INR,2018-01-29,G.O (Ms.) No.48 Dated 28.01.2018,MTC_OFFICIAL,MTC_OFFICIAL_FARES_20260918
FARE_MTC_PREMIUM_SERVICES_S02,MTC,Premium Services,2,75.0,INR,2018-01-29,G.O (Ms.) No.48 Dated 28.01.2018,MTC_OFFICIAL,MTC_OFFICIAL_FARES_20260918
FARE_MTC_PREMIUM_SERVICES_S03,MTC,Premium Services,3,100.0,INR,2018-01-29,G.O (Ms.) No.48 Dated 28.01.2018,MTC_OFFICIAL,MTC_OFFICIAL_FARES_20260918
FARE_MTC_PREMIUM_SERVICES_S04,MTC,Premium Services,4,125.0,INR,2018-01-29,G.O (Ms.) No.48 Dated 28.01.2018,MTC_OFFICIAL,MTC_OFFICIAL_FARES_20260918
FARE_MTC_PREMIUM_SERVICES_S05,MTC,Premium Services,5,150.0,INR,2018-01-29,G.O (Ms.) No.48 Dated 28.01.2018,MTC_OFFICIAL,MTC_OFFICIAL_FARES_20260918
