hub_id,hub_name,priority_tier,member_entity_id,member_name,member_mode,paired_entity_id,paired_name,paired_mode,walking_distance_m,confidence,requires_review,verified,notes
HUB_THIRUMAYILAI,Thirumayilai,TIER_3_LOCAL,OSM_RAIL_5311755234,Thirumayilai,suburban_rail,OSM_BUS_243060332,மைலாப்பூர்,bus,223.4,0.75,True,False,Cross-mode candidate in TIER_3_LOCAL: suburban_rail <-> bus at 223.4m.
HUB_THIRUMAYILAI,Thirumayilai,TIER_3_LOCAL,OSM_RAIL_14018223531,Thirumayilai Metro,metro,OSM_BUS_243060332,மைலாப்பூர்,bus,379.2,0.5,True,False,Cross-mode candidate in TIER_3_LOCAL: metro <-> bus at 379.2m.
HUB_THIRUVOTTRIYUR,Thiruvottriyur,TIER_3_LOCAL,OSM_RAIL_8430636714,Thiruvottriyur,metro,GTFS_STOP_5350,Thiruvottriyur Depot,bus,92.4,0.9,True,False,Cross-mode candidate in TIER_3_LOCAL: metro <-> bus at 92.4m.
HUB_THIRUVOTTRIYUR,Thiruvottriyur,TIER_3_LOCAL,OSM_RAIL_8430636714,Thiruvottriyur,metro,GTFS_STOP_7576,Thiruvottriyur Bus Terminus,bus,391.6,0.9,True,False,Cross-mode candidate in TIER_3_LOCAL: metro <-> bus at 391.6m.
HUB_THIRUVOTTRIYUR,Thiruvottriyur,TIER_3_LOCAL,OSM_RAIL_8430636714,Thiruvottriyur,metro,OSM_BUS_1391573897,Thirovttriyur MTC Terminus,bus,44.5,0.75,True,False,Cross-mode candidate in TIER_3_LOCAL: metro <-> bus at 44.5m.
HUB_THIRUVOTTRIYUR,Thiruvottriyur,TIER_3_LOCAL,OSM_RAIL_8430636714,Thiruvottriyur,metro,GTFS_STOP_10539,Thiruvottiyur Ajax Bus Depot,bus,44.4,0.75,True,False,Cross-mode candidate in TIER_3_LOCAL: metro <-> bus at 44.4m.
HUB_THIRUVOTTRIYUR,Thiruvottriyur,TIER_3_LOCAL,OSM_RAIL_8430636714,Thiruvottriyur,metro,GTFS_STOP_10540,Thiruvottiyur Ajax Bus Depot,bus,47.3,0.75,True,False,Cross-mode candidate in TIER_3_LOCAL: metro <-> bus at 47.3m.
HUB_THIRUVOTTRIYUR_THERADI,Thiruvottriyur Theradi,TIER_3_LOCAL,CMRL_API_6733,Thiruvottriyur Theradi Metro,metro,OSM_RAIL_5311732459,Tiruvottiyur,suburban_rail,415.2,0.5,True,False,Cross-mode candidate in TIER_3_LOCAL: metro <-> suburban_rail at 415.2m.
HUB_TIRUNINRAVUR,Tiruninravur,TIER_3_LOCAL,OSM_RAIL_5286998286,Tiruninravur,suburban_rail,OSM_BUS_6354463623,Tiruninravur Bus Stand,bus,299.0,0.9,True,False,Cross-mode candidate in TIER_3_LOCAL: suburban_rail <-> bus at 299.0m.
HUB_TIRUSULAM,Tirusulam,TIER_3_LOCAL,OSM_RAIL_4885083053,Tirusulam,suburban_rail,OSM_RAIL_5319207344,சென்னை விமான நிலையம்,metro,177.9,0.75,True,False,Cross-mode candidate in TIER_3_LOCAL: suburban_rail <-> metro at 177.9m.
HUB_TIRUSULAM,Tirusulam,TIER_3_LOCAL,OSM_RAIL_4885083053,Tirusulam,suburban_rail,OSM_RAIL_6285857240,சென்னை விமான நிலையம்,metro,181.5,0.75,True,False,Cross-mode candidate in TIER_3_LOCAL: suburban_rail <-> metro at 181.5m.
HUB_TIRUSULAM,Tirusulam,TIER_3_LOCAL,OSM_RAIL_4885083053,Tirusulam,suburban_rail,OSM_RAIL_6285857241,Chennai International Airport,metro,176.7,0.75,True,False,Cross-mode candidate in TIER_3_LOCAL: suburban_rail <-> metro at 176.7m.
HUB_TIRUSULAM,Tirusulam,TIER_3_LOCAL,OSM_RAIL_4885083053,Tirusulam,suburban_rail,GTFS_STOP_10971,Airport Metro,metro,224.6,0.75,True,False,Cross-mode candidate in TIER_3_LOCAL: suburban_rail <-> metro at 224.6m.
HUB_TIRUSULAM,Tirusulam,TIER_3_LOCAL,OSM_RAIL_4885083053,Tirusulam,suburban_rail,GTFS_STOP_8722,Chennai Airport Metro,metro,311.2,0.5,True,False,Cross-mode candidate in TIER_3_LOCAL: suburban_rail <-> metro at 311.2m.
HUB_TOLLGATE,Tollgate,TIER_3_LOCAL,CMRL_API_6729,Tollgate Metro,metro,GTFS_STOP_10931,Toll Gate Terminus,bus,323.4,0.5,True,False,Cross-mode candidate in TIER_3_LOCAL: metro <-> bus at 323.4m.
HUB_V_O_C__NAGAR,V.O.C. Nagar,TIER_3_LOCAL,OSM_RAIL_5287054301,V.O.C. Nagar,suburban_rail,GTFS_STOP_10487,Todiya Pet 2 Depot,bus,390.6,0.5,True,False,Cross-mode candidate in TIER_3_LOCAL: suburban_rail <-> bus at 390.6m.
HUB_VADAPALANI,Vadapalani,TIER_3_LOCAL,CMRL_API_6908,Vadapalani,metro,GTFS_STOP_5353,Vadapalani Depot,bus,170.3,0.9,True,False,Cross-mode candidate in TIER_3_LOCAL: metro <-> bus at 170.3m.
HUB_WASHERMANPET,Washermanpet,TIER_3_LOCAL,OSM_RAIL_5337658099,Washermanpet,metro,OSM_RAIL_6460934200,Washermanpet,suburban_rail,169.2,0.9,True,False,Cross-mode candidate in TIER_3_LOCAL: metro <-> suburban_rail at 169.2m.
HUB_WIMCO_NAGAR,Wimco Nagar,TIER_3_LOCAL,CMRL_API_6740,Wimco Nagar Depot Metro,metro,OSM_RAIL_5311732501,Wimco Nagar,suburban_rail,451.1,0.9,True,False,Cross-mode candidate in TIER_3_LOCAL: metro <-> suburban_rail at 451.1m.
HUB_WIMCO_NAGAR,Wimco Nagar,TIER_3_LOCAL,CMRL_API_6738,Wimco Nagar Metro,metro,OSM_RAIL_5311732501,Wimco Nagar,suburban_rail,87.7,0.9,True,False,Cross-mode candidate in TIER_3_LOCAL: metro <-> suburban_rail at 87.7m.
HUB_WIMCO_NAGAR,Wimco Nagar,TIER_3_LOCAL,OSM_RAIL_5311732501,Wimco Nagar,suburban_rail,OSM_RAIL_8430636713,Wimco Nagar,metro,208.6,0.9,True,False,Cross-mode candidate in TIER_3_LOCAL: suburban_rail <-> metro at 208.6m.
HUB_WIMCO_NAGAR,Wimco Nagar,TIER_3_LOCAL,OSM_RAIL_5311732501,Wimco Nagar,suburban_rail,OSM_RAIL_8477103052,Wimco Nagar,metro,211.3,0.9,True,False,Cross-mode candidate in TIER_3_LOCAL: suburban_rail <-> metro at 211.3m.
HUB_WIMCO_NAGAR,Wimco Nagar,TIER_3_LOCAL,OSM_RAIL_5311732501,Wimco Nagar,suburban_rail,OSM_RAIL_8477103098,Wimco Nagar,metro,205.8,0.9,True,False,Cross-mode candidate in TIER_3_LOCAL: suburban_rail <-> metro at 205.8m.
HUB_WIMCO_NAGAR,Wimco Nagar,TIER_3_LOCAL,OSM_RAIL_9857416360,Wimco Nagar Depot,metro,OSM_BUS_9857416360,Wimco Nagar Depot,bus,0.0,0.9,True,False,Cross-mode candidate in TIER_3_LOCAL: metro <-> bus at 0.0m.
HUB_WIMCO_NAGAR,Wimco Nagar,TIER_3_LOCAL,OSM_RAIL_9857416360,Wimco Nagar Depot,metro,GTFS_STOP_CMRL_01,Wimco Nagar Depot,bus,0.0,0.9,True,False,Cross-mode candidate in TIER_3_LOCAL: metro <-> bus at 0.0m.
