interchange_id,from_entity,from_name,to_entity,to_name,transfer_type,walking_distance_m,walking_time_min,confirmed,notes
INT_OSM_RAIL_847_GTFS_STOP_10,OSM_RAIL_8477103055,திருவொற்றியூர்,GTFS_STOP_10540,Thiruvottiyur Ajax Bus Depot,walking_interchange,46.9,0.6,False,Multimodal candidate between metro and bus.
INT_OSM_RAIL_847_GTFS_STOP_10,OSM_RAIL_8477103081,சுங்கச்சாவடி,GTFS_STOP_10931,Toll Gate Terminus,walking_interchange,67.8,0.9,False,Multimodal candidate between metro and bus.
INT_OSM_RAIL_847_GTFS_STOP_10,OSM_RAIL_8477103095,சுங்கச்சாவடி,GTFS_STOP_10931,Toll Gate Terminus,walking_interchange,69.1,0.9,False,Multimodal candidate between metro and bus.
INT_OSM_RAIL_847_OSM_BUS_1391,OSM_RAIL_8477103097,திருவொற்றியூர்,OSM_BUS_1391573897,Thirovttriyur MTC Terminus,walking_interchange,43.8,0.6,False,Multimodal candidate between metro and bus.
INT_OSM_RAIL_847_GTFS_STOP_53,OSM_RAIL_8477103097,திருவொற்றியூர்,GTFS_STOP_5350,Thiruvottriyur Depot,walking_interchange,91.3,1.2,False,Multimodal candidate between metro and bus.
INT_OSM_RAIL_847_GTFS_STOP_10,OSM_RAIL_8477103097,திருவொற்றியூர்,GTFS_STOP_10539,Thiruvottiyur Ajax Bus Depot,walking_interchange,43.4,0.6,False,Multimodal candidate between metro and bus.
INT_OSM_RAIL_847_GTFS_STOP_10,OSM_RAIL_8477103097,திருவொற்றியூர்,GTFS_STOP_10540,Thiruvottiyur Ajax Bus Depot,walking_interchange,48.1,0.6,False,Multimodal candidate between metro and bus.
INT_OSM_RAIL_959_OSM_BUS_3061,OSM_RAIL_9592492226,சென்னை புறநகர் பேருந்து நிலையம்,OSM_BUS_306104406,Puratchi Thalaivar Dr. M.G.R Bus Terminus,walking_interchange,128.8,1.7,False,Multimodal candidate between metro and bus.
INT_OSM_RAIL_959_OSM_BUS_1159,OSM_RAIL_9592492226,சென்னை புறநகர் பேருந்து நிலையம்,OSM_BUS_11598619872,Bus to Mamallapuram,walking_interchange,107.9,1.4,False,Multimodal candidate between metro and bus.
INT_OSM_RAIL_959_GTFS_STOP_58,OSM_RAIL_9592492226,சென்னை புறநகர் பேருந்து நிலையம்,GTFS_STOP_5822,M.G.R.Koyambedu Bus Terminus,walking_interchange,139.0,1.9,False,Multimodal candidate between metro and bus.
INT_OSM_RAIL_985_OSM_BUS_9857,OSM_RAIL_9853600043,விம்கோ நகர் டிப்போ,OSM_BUS_9857416360,Wimco Nagar Depot,integrated_interchange,5.4,0.1,False,Multimodal candidate between metro and bus.
INT_OSM_RAIL_985_GTFS_STOP_CM,OSM_RAIL_9853600043,விம்கோ நகர் டிப்போ,GTFS_STOP_CMRL_01,Wimco Nagar Depot,integrated_interchange,5.4,0.1,False,Multimodal candidate between metro and bus.
INT_OSM_RAIL_139_OSM_BUS_2484,OSM_RAIL_13972488427,Poonamallee Bus Stand Metro,OSM_BUS_248454339,Poonamallee MTC Terminus,integrated_interchange,26.7,0.4,False,Multimodal candidate between metro and bus.
INT_OSM_RAIL_139_GTFS_STOP_53,OSM_RAIL_13972514096,Iyappanthangal Metro,GTFS_STOP_5334,Iyyapanthangal Depot,walking_interchange,134.8,1.8,False,Multimodal candidate between metro and bus.
INT_OSM_RAIL_139_GTFS_STOP_59,OSM_RAIL_13972514096,Iyappanthangal Metro,GTFS_STOP_5926,Iyyappanthangal Bus Depot,integrated_interchange,14.6,0.2,False,Multimodal candidate between metro and bus.
INT_OSM_RAIL_139_GTFS_STOP_10,OSM_RAIL_13972514096,Iyappanthangal Metro,GTFS_STOP_10224,Iyyappanthangal Bus Depot,walking_interchange,45.8,0.6,False,Multimodal candidate between metro and bus.
